session,sleeve_return,allocation_cost,net_return,gross_allocation
2018-07-30,3.452349955470764e-06,0.0,3.452349955470764e-06,1.0
2018-07-31,-0.0003287663475625672,0.0,-0.0003287663475625672,1.0
2018-08-01,7.123328768469299e-05,0.0,7.123328768469299e-05,1.0
2018-08-02,0.00028147554136347043,0.0,0.00028147554136347043,1.0
2018-08-03,-4.463837361407807e-05,0.0,-4.463837361407807e-05,1.0000000000000002
2018-08-06,-0.00016636958813883614,0.0,-0.00016636958813883614,1.0000000000000002
2018-08-07,-0.00011379389738617785,0.0,-0.00011379389738617785,1.0000000000000002
2018-08-08,-0.0002198818684646897,0.0,-0.0002198818684646897,1.0000000000000002
2018-08-09,-9.631632153515517e-05,0.0,-9.631632153515517e-05,1.0000000000000002
2018-08-10,-0.0002216320703290062,0.0,-0.0002216320703290062,1.0000000000000002
2018-08-13,-0.0001485519990718286,0.0,-0.0001485519990718286,1.0000000000000002
2018-08-14,-0.00047778615580100427,0.0,-0.00047778615580100427,1.0000000000000004
2018-08-15,-0.00013451406804526419,0.0,-0.00013451406804526419,1.0000000000000002
2018-08-16,-0.00018916863098926992,0.0,-0.00018916863098926992,1.0000000000000002
2018-08-17,-0.0003140179298555634,0.0,-0.0003140179298555634,1.0000000000000002
2018-08-20,-0.00022717665602647018,0.0,-0.00022717665602647018,1.0
2018-08-21,0.00012080606676233204,0.0,0.00012080606676233204,1.0
2018-08-22,-0.00030870589596795233,0.0,-0.00030870589596795233,0.9999999999999999
2018-08-23,-0.0002294818980166364,0.0,-0.0002294818980166364,1.0
2018-08-24,-0.0002110479026411943,0.0,-0.0002110479026411943,1.0
2018-08-27,0.00021893116974225956,0.0,0.00021893116974225956,1.0
2018-08-28,-0.0002899833423247023,0.0,-0.0002899833423247023,1.0
2018-08-29,-0.00035987831322722985,0.0,-0.00035987831322722985,0.9999999999999999
2018-08-30,-0.00018529862776271754,0.0,-0.00018529862776271754,1.0
2018-08-31,-0.00012666766862815177,0.0,-0.00012666766862815177,1.0
2018-09-04,-0.0004548474741458354,0.0,-0.0004548474741458354,1.0
2018-09-05,0.0005672342327750018,0.0,0.0005672342327750018,1.0
2018-09-06,-0.00048325998266571837,0.0,-0.00048325998266571837,1.0000000000000002
2018-09-07,-0.00024043863112343578,0.0,-0.00024043863112343578,1.0000000000000002
2018-09-10,-0.00023835283203275202,0.0,-0.00023835283203275202,1.0000000000000002
2018-09-11,-0.0002727510674460089,0.0,-0.0002727510674460089,1.0000000000000002
2018-09-12,-0.00038767564207143116,0.0,-0.00038767564207143116,1.0000000000000004
2018-09-13,-9.088656791412526e-05,0.0,-9.088656791412526e-05,1.0000000000000004
2018-09-14,7.224270062107104e-05,0.0,7.224270062107104e-05,1.0000000000000002
2018-09-17,-0.0004105063316861339,0.0,-0.0004105063316861339,1.0000000000000002
2018-09-18,-0.00021667424169030458,0.0,-0.00021667424169030458,1.0000000000000002
2018-09-19,-0.00020928889356196123,0.0,-0.00020928889356196123,1.0000000000000002
2018-09-20,-0.00022466746239035965,0.0,-0.00022466746239035965,1.0000000000000002
2018-09-21,-0.0003402472876807396,0.0,-0.0003402472876807396,1.0000000000000002
2018-09-24,0.00012613970859334182,0.0,0.00012613970859334182,1.0000000000000004
2018-09-25,-0.00011762079079703073,0.0,-0.00011762079079703073,1.0000000000000002
2018-09-26,-0.00023009418976854986,0.0,-0.00023009418976854986,1.0000000000000002
2018-09-27,-9.34714347110444e-05,0.0,-9.34714347110444e-05,1.0000000000000002
2018-09-28,-0.0001615955251094543,0.0,-0.0001615955251094543,1.0000000000000002
2018-10-01,-0.00027854716692745496,0.0,-0.00027854716692745496,1.0000000000000002
2018-10-02,-0.00021761433134720053,0.000125132665566992,-0.00034274699691419253,1.0
2018-10-03,4.067163464209173e-05,0.0,4.067163464209173e-05,1.0
2018-10-04,-0.0004727433297537717,0.0,-0.0004727433297537717,1.0
2018-10-05,-0.00018051659690274447,0.0,-0.00018051659690274447,0.9999999999999999
2018-10-08,-0.0005727690067672709,0.0,-0.0005727690067672709,0.9999999999999999
2018-10-09,-0.00016175017692212758,0.0,-0.00016175017692212758,0.9999999999999999
2018-10-10,-0.0004440221656312977,0.0,-0.0004440221656312977,1.0
2018-10-11,0.00021824727707836652,0.0,0.00021824727707836652,0.9999999999999998
2018-10-12,0.00041788055884442167,0.0,0.00041788055884442167,0.9999999999999997
2018-10-15,-0.0004349154228621027,0.0,-0.0004349154228621027,0.9999999999999998
2018-10-16,0.0001042491047428105,0.0,0.0001042491047428105,0.9999999999999998
2018-10-17,-0.00014501352852261686,0.0,-0.00014501352852261686,1.0
2018-10-18,3.903363145209341e-05,0.0,3.903363145209341e-05,0.9999999999999999
2018-10-19,-0.0002514909418025406,0.0,-0.0002514909418025406,0.9999999999999998
2018-10-22,-0.0001162651846315465,0.0,-0.0001162651846315465,0.9999999999999999
2018-10-23,-0.00034767769975262776,0.0,-0.00034767769975262776,1.0
2018-10-24,-0.0004200782754382927,0.0,-0.0004200782754382927,0.9999999999999999
2018-10-25,5.471469331715254e-05,0.0,5.471469331715254e-05,1.0
2018-10-26,-2.2156136846415855e-05,0.0,-2.2156136846415855e-05,0.9999999999999998
2018-10-29,-0.0005643525723427669,0.0,-0.0005643525723427669,0.9999999999999999
2018-10-30,-0.0001647623780623547,0.0,-0.0001647623780623547,0.9999999999999999
2018-10-31,-1.1655548696278405e-05,0.0,-1.1655548696278405e-05,0.9999999999999998
2018-11-01,0.00042881173687236697,0.0,0.00042881173687236697,0.9999999999999998
2018-11-02,-0.00010935150856672796,0.0,-0.00010935150856672796,0.9999999999999998
2018-11-05,2.6860063933354023e-05,0.0,2.6860063933354023e-05,0.9999999999999999
2018-11-06,-6.237640564038958e-05,0.0,-6.237640564038958e-05,1.0
2018-11-07,-6.931708751190281e-05,0.0,-6.931708751190281e-05,1.0
2018-11-08,-0.00025332185692915506,0.0,-0.00025332185692915506,0.9999999999999999
2018-11-09,-0.0003958466498691546,0.0,-0.0003958466498691546,1.0
2018-11-12,-0.00037290300534123505,0.0,-0.00037290300534123505,0.9999999999999999
2018-11-13,-0.00022008986821940685,0.0,-0.00022008986821940685,0.9999999999999999
2018-11-14,-0.0004039259978935726,0.0,-0.0004039259978935726,0.9999999999999999
2018-11-15,-0.0001494279307731602,0.0,-0.0001494279307731602,0.9999999999999999
2018-11-16,-0.00038783037658777163,0.0,-0.00038783037658777163,0.9999999999999999
2018-11-19,-0.0005745575522211619,0.0,-0.0005745575522211619,0.9999999999999998
2018-11-20,-0.00028895739625973987,0.0,-0.00028895739625973987,0.9999999999999998
2018-11-21,6.4036313567704195e-06,0.0,6.4036313567704195e-06,0.9999999999999999
2018-11-23,-0.0003024504853345352,0.0,-0.0003024504853345352,0.9999999999999999
2018-11-26,-0.00023643291823345077,0.0,-0.00023643291823345077,0.9999999999999998
2018-11-27,0.00031647864574104096,0.0,0.00031647864574104096,0.9999999999999999
2018-11-28,-3.4155811390453565e-05,0.0,-3.4155811390453565e-05,1.0
2018-11-29,2.5453299667295307e-05,0.0,2.5453299667295307e-05,1.0
2018-11-30,-9.852157630885959e-05,0.0,-9.852157630885959e-05,1.0
2018-12-03,-0.0002990637922201935,0.0,-0.0002990637922201935,0.9999999999999999
2018-12-04,-0.00015253455740457355,0.0,-0.00015253455740457355,1.0
2018-12-06,-0.00016141251673109738,0.0,-0.00016141251673109738,1.0
2018-12-07,-0.00010780552358559002,0.0,-0.00010780552358559002,0.9999999999999999
2018-12-10,-0.00045442730011394843,0.0,-0.00045442730011394843,0.9999999999999999
2018-12-11,-0.0003365068170871381,0.0,-0.0003365068170871381,0.9999999999999999
2018-12-12,-9.059596024707547e-07,0.0,-9.059596024707547e-07,1.0
2018-12-13,-0.00027402565863170485,0.0,-0.00027402565863170485,1.0
2018-12-14,-9.047480009326455e-05,0.0,-9.047480009326455e-05,0.9999999999999998
2018-12-17,-0.0002534049529967494,0.0,-0.0002534049529967494,0.9999999999999999
2018-12-18,-0.0003397084515226554,0.0,-0.0003397084515226554,0.9999999999999998
2018-12-19,-0.0004379231482669482,0.0,-0.0004379231482669482,0.9999999999999998
2018-12-20,-0.00014896067486556616,0.0,-0.00014896067486556616,0.9999999999999998
2018-12-21,-0.0001848234521198699,0.0,-0.0001848234521198699,0.9999999999999998
2018-12-24,5.80820923374085e-06,0.0,5.80820923374085e-06,0.9999999999999998
2018-12-26,-7.950358923763625e-05,0.0,-7.950358923763625e-05,0.9999999999999997
2018-12-27,-0.00035138847137521827,0.0,-0.00035138847137521827,0.9999999999999997
2018-12-28,4.4329556886005044e-05,0.0,4.4329556886005044e-05,0.9999999999999997
2018-12-31,-0.00024670970564302704,0.0,-0.00024670970564302704,0.9999999999999996
2019-01-02,-0.00011767558144029728,0.0,-0.00011767558144029728,0.9999999999999997
2019-01-03,-4.589748621851189e-05,0.0002289931637697618,-0.0002748906499882737,0.9999999999999999
2019-01-04,-4.146328460093607e-07,0.0,-4.146328460093607e-07,0.9999999999999998
2019-01-07,-0.0004778522700696711,0.0,-0.0004778522700696711,0.9999999999999999
2019-01-08,-0.0004414620580723889,0.0,-0.0004414620580723889,1.0
2019-01-09,-0.00039061046394213347,0.0,-0.00039061046394213347,1.0
2019-01-10,-0.00023407392854277363,0.0,-0.00023407392854277363,1.0
2019-01-11,-0.00021991336670366236,0.0,-0.00021991336670366236,1.0
2019-01-14,-0.00023717371618858983,0.0,-0.00023717371618858983,0.9999999999999999
2019-01-15,3.3149381572702014e-06,0.0,3.3149381572702014e-06,1.0
2019-01-16,-0.00022977286834302118,0.0,-0.00022977286834302118,0.9999999999999997
2019-01-17,-0.0002742808618916741,0.0,-0.0002742808618916741,0.9999999999999997
2019-01-18,-0.00019317063153430938,0.0,-0.00019317063153430938,0.9999999999999996
2019-01-22,-0.0001669819749155664,0.0,-0.0001669819749155664,0.9999999999999997
2019-01-23,-0.000135211426171093,0.0,-0.000135211426171093,0.9999999999999997
2019-01-24,1.7821793143575534e-05,0.0,1.7821793143575534e-05,0.9999999999999998
2019-01-25,-0.00013991862943745596,0.0,-0.00013991862943745596,1.0
2019-01-28,-0.00044121755415819594,0.0,-0.00044121755415819594,0.9999999999999998
2019-01-29,7.628090735547295e-05,0.0,7.628090735547295e-05,0.9999999999999998
2019-01-30,5.1025941422759925e-05,0.0,5.1025941422759925e-05,0.9999999999999998
2019-01-31,-5.822750175509995e-05,0.0,-5.822750175509995e-05,0.9999999999999998
2019-02-01,-1.823198592269992e-05,0.0,-1.823198592269992e-05,0.9999999999999998
2019-02-04,-0.0002945601427206309,0.0,-0.0002945601427206309,0.9999999999999996
2019-02-05,-0.00026581954267739286,0.0,-0.00026581954267739286,0.9999999999999996
2019-02-06,-0.00024019929617180658,0.0,-0.00024019929617180658,0.9999999999999997
2019-02-07,-0.00023810234106414616,0.0,-0.00023810234106414616,0.9999999999999997
2019-02-08,-2.510803104376911e-05,0.0,-2.510803104376911e-05,0.9999999999999997
2019-02-11,-0.00015957843414930183,0.0,-0.00015957843414930183,0.9999999999999996
2019-02-12,1.6481171299956635e-05,0.0,1.6481171299956635e-05,0.9999999999999996
2019-02-13,-8.864982021414138e-05,0.0,-8.864982021414138e-05,0.9999999999999994
2019-02-14,-0.00014067907887721997,0.0,-0.00014067907887721997,0.9999999999999994
2019-02-15,3.255382082778467e-05,0.0,3.255382082778467e-05,0.9999999999999996
2019-02-19,-0.0004235637767872189,0.0,-0.0004235637767872189,0.9999999999999997
2019-02-20,-0.0002356564708350136,0.0,-0.0002356564708350136,0.9999999999999996
2019-02-21,-1.9218481400047393e-05,0.0,-1.9218481400047393e-05,0.9999999999999997
2019-02-22,-0.0002544121645733852,0.0,-0.0002544121645733852,0.9999999999999996
2019-02-25,1.2360203907397664e-05,0.0,1.2360203907397664e-05,0.9999999999999996
2019-02-26,-7.746855215448843e-05,0.0,-7.746855215448843e-05,0.9999999999999996
2019-02-27,-0.0003864194789301844,0.0,-0.0003864194789301844,0.9999999999999994
2019-02-28,-0.00010983097769463441,0.0,-0.00010983097769463441,0.9999999999999994
2019-03-01,-0.0004302155887007116,0.0,-0.0004302155887007116,0.9999999999999993
2019-03-04,-0.0001944110278845043,0.0,-0.0001944110278845043,0.9999999999999996
2019-03-05,-0.00029032676697007695,0.0,-0.00029032676697007695,0.9999999999999994
2019-03-06,-0.0003287211244746127,0.0,-0.0003287211244746127,0.9999999999999996
2019-03-07,-0.00022420516685728135,0.0,-0.00022420516685728135,0.9999999999999996
2019-03-08,-5.2889824997924774e-05,0.0,-5.2889824997924774e-05,0.9999999999999994
2019-03-11,-0.0002986772026498074,0.0,-0.0002986772026498074,0.9999999999999993
2019-03-12,-0.00022499052450927932,0.0,-0.00022499052450927932,0.9999999999999992
2019-03-13,-0.00023533613513537655,0.0,-0.00023533613513537655,0.9999999999999993
2019-03-14,-0.00022396353128370034,0.0,-0.00022396353128370034,0.9999999999999994
2019-03-15,-3.040310238225757e-05,0.0,-3.040310238225757e-05,0.9999999999999996
2019-03-18,-0.00019750850353131527,0.0,-0.00019750850353131527,0.9999999999999996
2019-03-19,-0.00021683171508629902,0.0,-0.00021683171508629902,0.9999999999999996
2019-03-20,-0.0002540135634913642,0.0,-0.0002540135634913642,0.9999999999999996
2019-03-21,-0.00022136294363702568,0.0,-0.00022136294363702568,0.9999999999999998
2019-03-22,-0.0004536140940030656,0.0,-0.0004536140940030656,0.9999999999999998
2019-03-25,-0.00015349123338073548,0.0,-0.00015349123338073548,0.9999999999999997
2019-03-26,6.791904452958954e-05,0.0,6.791904452958954e-05,0.9999999999999996
2019-03-27,-0.0002150818556127977,0.0,-0.0002150818556127977,0.9999999999999996
2019-03-28,-0.000226329720314951,0.0,-0.000226329720314951,0.9999999999999996
2019-03-29,3.051952484806468e-05,0.0,3.051952484806468e-05,0.9999999999999996
2019-04-01,-4.887818638408365e-05,0.0,-4.887818638408365e-05,0.9999999999999997
2019-04-02,-5.0140946316034056e-05,0.0,-5.0140946316034056e-05,0.9999999999999997
2019-04-03,-0.00019113912647731202,0.0,-0.00019113912647731202,0.9999999999999996
2019-04-04,-0.00029188124858907773,1.9151255228680387e-05,-0.0003110325038177581,1.0
2019-04-05,-0.000274031684683895,0.0,-0.000274031684683895,0.9999999999999998
2019-04-08,-0.00023042898196008602,0.0,-0.00023042898196008602,0.9999999999999999
2019-04-09,1.1552243937767976e-05,0.0,1.1552243937767976e-05,1.0
2019-04-10,-0.00023222002302970154,0.0,-0.00023222002302970154,1.0000000000000002
2019-04-11,-0.00014108843036728254,0.0,-0.00014108843036728254,1.0
2019-04-12,-0.00022215412708192188,0.0,-0.00022215412708192188,1.0
2019-04-15,-0.00018997050933985526,0.0,-0.00018997050933985526,1.0000000000000002
2019-04-16,-0.000182048202888831,0.0,-0.000182048202888831,1.0000000000000002
2019-04-17,-0.0006825778273540139,0.0,-0.0006825778273540139,1.0
2019-04-18,-0.00010270458182017526,0.0,-0.00010270458182017526,1.0
2019-04-22,-2.6042000759698964e-05,0.0,-2.6042000759698964e-05,1.0
2019-04-23,1.4471809385010245e-05,0.0,1.4471809385010245e-05,1.0
2019-04-24,-0.00019117284332075045,0.0,-0.00019117284332075045,1.0
2019-04-25,-7.197386539241927e-05,0.0,-7.197386539241927e-05,1.0
2019-04-26,-0.00020127411754472936,0.0,-0.00020127411754472936,1.0
2019-04-29,-0.00012596963145823658,0.0,-0.00012596963145823658,1.0
2019-04-30,3.881936691306938e-05,0.0,3.881936691306938e-05,1.0
2019-05-01,-0.00022157412202286335,0.0,-0.00022157412202286335,1.0
2019-05-02,7.315582067378862e-05,0.0,7.315582067378862e-05,1.0
2019-05-03,-0.00012149667383230761,0.0,-0.00012149667383230761,1.0
2019-05-06,-0.00019323592780596413,0.0,-0.00019323592780596413,1.0
2019-05-07,-0.0001819683714876476,0.0,-0.0001819683714876476,1.0
2019-05-08,-0.00016745374133770362,0.0,-0.00016745374133770362,1.0
2019-05-09,-0.0003872299304251461,0.0,-0.0003872299304251461,1.0000000000000002
2019-05-10,-0.0002289296623843034,0.0,-0.0002289296623843034,1.0000000000000002
2019-05-13,-0.00023598409481402887,0.0,-0.00023598409481402887,1.0000000000000004
2019-05-14,-0.00015156989100533803,0.0,-0.00015156989100533803,1.0000000000000004
2019-05-15,-0.0001411795023792453,0.0,-0.0001411795023792453,1.0000000000000002
2019-05-16,-0.00038899946635997327,0.0,-0.00038899946635997327,1.0000000000000004
2019-05-17,-0.00027926034713362765,0.0,-0.00027926034713362765,1.0000000000000004
2019-05-20,-0.00020521677893434913,0.0,-0.00020521677893434913,1.0000000000000004
2019-05-21,-6.472906995783572e-05,0.0,-6.472906995783572e-05,1.0000000000000004
2019-05-22,-0.00018457294985421428,0.0,-0.00018457294985421428,1.0000000000000004
2019-05-23,-0.0002577797783768214,0.0,-0.0002577797783768214,1.0000000000000002
2019-05-24,-0.00031989385697306035,0.0,-0.00031989385697306035,1.0000000000000002
2019-05-28,-0.00039116873402642846,0.0,-0.00039116873402642846,1.0000000000000002
2019-05-29,0.00016996513458802793,0.0,0.00016996513458802793,1.0000000000000002
2019-05-30,-0.00040819215498843044,0.0,-0.00040819215498843044,1.0
2019-05-31,-0.0004364276561712657,0.0,-0.0004364276561712657,1.0
2019-06-03,0.00012997930508051723,0.0,0.00012997930508051723,1.0
2019-06-04,0.0001380075952505518,0.0,0.0001380075952505518,1.0
2019-06-05,-0.0005857541162910484,0.0,-0.0005857541162910484,1.0
2019-06-06,-0.00026298414125926797,0.0,-0.00026298414125926797,1.0000000000000002
2019-06-07,-0.0003090002025646763,0.0,-0.0003090002025646763,1.0000000000000002
2019-06-10,-4.0997150871195556e-05,0.0,-4.0997150871195556e-05,1.0
2019-06-11,0.00023977618949578468,0.0,0.00023977618949578468,1.0000000000000002
2019-06-12,-0.0002728167813965712,0.0,-0.0002728167813965712,1.0
2019-06-13,-7.920627931446968e-05,0.0,-7.920627931446968e-05,1.0
2019-06-14,-0.00010113601563230874,0.0,-0.00010113601563230874,1.0
2019-06-17,-0.00014925956610636613,0.0,-0.00014925956610636613,0.9999999999999999
2019-06-18,-4.8519568567017836e-05,0.0,-4.8519568567017836e-05,0.9999999999999998
2019-06-19,-0.00012602306436575243,0.0,-0.00012602306436575243,0.9999999999999999
2019-06-20,-8.067271888518317e-05,0.0,-8.067271888518317e-05,0.9999999999999999
2019-06-21,-0.00030938128731374177,0.0,-0.00030938128731374177,0.9999999999999999
2019-06-24,-0.00022069291669621252,0.0,-0.00022069291669621252,0.9999999999999999
2019-06-25,-0.00022732427324069214,0.0,-0.00022732427324069214,0.9999999999999999
2019-06-26,-0.00037098867165453477,0.0,-0.00037098867165453477,0.9999999999999999
2019-06-27,0.00017740736171940183,0.0,0.00017740736171940183,0.9999999999999998
2019-06-28,-0.0003033418102641221,0.0,-0.0003033418102641221,0.9999999999999998
2019-07-01,-0.00011059370446577322,0.0,-0.00011059370446577322,1.0
2019-07-02,0.00018829260529383446,0.0,0.00018829260529383446,0.9999999999999999
2019-07-03,-9.95386406652004e-05,0.0,-9.95386406652004e-05,0.9999999999999998
2019-07-05,-0.0002191579350504374,0.0003000000000000002,-0.0005191579350504376,1.0
2019-07-08,-0.00022661848627773213,0.0,-0.00022661848627773213,1.0000000000000002
2019-07-09,-5.71303672543259e-05,0.0,-5.71303672543259e-05,1.0000000000000002
2019-07-10,-0.00021125897631330183,0.0,-0.00021125897631330183,1.0000000000000002
2019-07-11,-0.00037476041512937507,0.0,-0.00037476041512937507,1.0000000000000002
2019-07-12,-0.00020259893070778936,0.0,-0.00020259893070778936,1.0
2019-07-15,-0.00017446936289352855,0.0,-0.00017446936289352855,1.0000000000000002
2019-07-16,-0.00019945559294440754,0.0,-0.00019945559294440754,1.0000000000000004
2019-07-17,-0.00023560858713679776,0.0,-0.00023560858713679776,1.0000000000000004
2019-07-18,-0.00023892570430381277,0.0,-0.00023892570430381277,1.0000000000000004
2019-07-19,-0.00018243373246513202,0.0,-0.00018243373246513202,1.0000000000000004
2019-07-22,-0.00017668158692926938,0.0,-0.00017668158692926938,1.0000000000000004
2019-07-23,-0.00015524403878368426,0.0,-0.00015524403878368426,1.0000000000000004
2019-07-24,-0.000408923670271487,0.0,-0.000408923670271487,1.0000000000000007
2019-07-25,0.0002592359593320935,0.0,0.0002592359593320935,1.0000000000000004
2019-07-26,-0.00029290779492378513,0.0,-0.00029290779492378513,1.0000000000000004
2019-07-29,-0.0002394526360078039,0.0,-0.0002394526360078039,1.0000000000000004
