session,sleeve_return,allocation_cost,net_return,gross_allocation
2018-07-30,4.208709607053115e-06,0.0,4.208709607053115e-06,1.0
2018-07-31,-0.00034037357237309883,0.0,-0.00034037357237309883,1.0
2018-08-01,-1.0247335856576124e-05,0.0,-1.0247335856576124e-05,1.0000000000000002
2018-08-02,0.0003411492968394273,0.0,0.0003411492968394273,1.0000000000000002
2018-08-03,-9.055856674457658e-05,0.0,-9.055856674457658e-05,1.0
2018-08-06,-0.00016863782573411795,0.0,-0.00016863782573411795,1.0
2018-08-07,-0.00014443388722034994,0.0,-0.00014443388722034994,1.0
2018-08-08,-0.00025548746780286653,0.0,-0.00025548746780286653,1.0
2018-08-09,-9.50326354245656e-05,0.0,-9.50326354245656e-05,1.0
2018-08-10,-0.00022478696407551285,0.0,-0.00022478696407551285,1.0
2018-08-13,-0.00016791363395878833,0.0,-0.00016791363395878833,1.0
2018-08-14,-0.0004746908074843595,0.0,-0.0004746908074843595,1.0
2018-08-15,-0.0001277129051913437,0.0,-0.0001277129051913437,1.0
2018-08-16,-0.00019913018445778997,0.0,-0.00019913018445778997,1.0
2018-08-17,-0.0003213048728181626,0.0,-0.0003213048728181626,1.0
2018-08-20,-0.0002448570658719851,0.0,-0.0002448570658719851,1.0
2018-08-21,0.00012310245022492238,0.0,0.00012310245022492238,0.9999999999999999
2018-08-22,-0.0003514372446214656,0.0,-0.0003514372446214656,1.0
2018-08-23,-0.00024248736780031798,0.0,-0.00024248736780031798,1.0
2018-08-24,-0.00019085675053936443,0.0,-0.00019085675053936443,1.0
2018-08-27,0.0002511262024550758,0.0,0.0002511262024550758,0.9999999999999999
2018-08-28,-0.00034786927265827573,0.0,-0.00034786927265827573,0.9999999999999998
2018-08-29,-0.0003496440299399101,0.0,-0.0003496440299399101,0.9999999999999998
2018-08-30,-0.0002354221228987624,0.0,-0.0002354221228987624,0.9999999999999998
2018-08-31,-0.0001151332404905914,0.0,-0.0001151332404905914,0.9999999999999998
2018-09-04,-0.00045669752647779793,0.0,-0.00045669752647779793,0.9999999999999998
2018-09-05,0.0006151842320740216,0.0,0.0006151842320740216,0.9999999999999999
2018-09-06,-0.00048038187472155376,0.0,-0.00048038187472155376,0.9999999999999998
2018-09-07,-0.00021110323328961522,0.0,-0.00021110323328961522,0.9999999999999998
2018-09-10,-0.00030459664036465125,0.0,-0.00030459664036465125,0.9999999999999998
2018-09-11,-0.0002080942394614434,0.0,-0.0002080942394614434,0.9999999999999999
2018-09-12,-0.0004140151898019323,0.0,-0.0004140151898019323,0.9999999999999999
2018-09-13,-0.00013988120801236518,0.0,-0.00013988120801236518,0.9999999999999998
2018-09-14,9.613313231091367e-05,0.0,9.613313231091367e-05,0.9999999999999998
2018-09-17,-0.0004263090981988137,0.0,-0.0004263090981988137,0.9999999999999998
2018-09-18,-0.0002445952736760137,0.0,-0.0002445952736760137,0.9999999999999998
2018-09-19,-0.0002117039535924102,0.0,-0.0002117039535924102,0.9999999999999999
2018-09-20,-0.00023879722070933062,0.0,-0.00023879722070933062,1.0
2018-09-21,-0.00035661976914472417,0.0,-0.00035661976914472417,1.0
2018-09-24,0.00014548447432845832,0.0,0.00014548447432845832,1.0
2018-09-25,-9.513823668495756e-05,0.0,-9.513823668495756e-05,1.0
2018-09-26,-0.00025498687587704376,0.0,-0.00025498687587704376,1.0
2018-09-27,-0.00011772406275888355,0.0,-0.00011772406275888355,0.9999999999999999
2018-09-28,-0.00015905658141291968,0.0,-0.00015905658141291968,0.9999999999999999
2018-10-01,-0.0002562151657415586,0.0,-0.0002562151657415586,1.0
2018-10-02,-0.00024703580971732,1.7977884642793178e-06,-0.0002488335981815993,1.0
2018-10-03,7.010344422615565e-05,0.0,7.010344422615565e-05,1.0
2018-10-04,-0.00046975633704401053,0.0,-0.00046975633704401053,1.0
2018-10-05,-0.00019827328794526003,0.0,-0.00019827328794526003,1.0000000000000002
2018-10-08,-0.0005694265017315375,0.0,-0.0005694265017315375,1.0000000000000002
2018-10-09,-0.00018386824189543064,0.0,-0.00018386824189543064,1.0000000000000002
2018-10-10,-0.0004485349781489005,0.0,-0.0004485349781489005,1.0000000000000002
2018-10-11,0.0002603940549050323,0.0,0.0002603940549050323,1.0000000000000002
2018-10-12,0.0004221170688924742,0.0,0.0004221170688924742,1.0
2018-10-15,-0.0004484914594722804,0.0,-0.0004484914594722804,1.0
2018-10-16,0.00012655566131176594,0.0,0.00012655566131176594,1.0
2018-10-17,-0.0001222457161155599,0.0,-0.0001222457161155599,1.0
2018-10-18,6.371177601370974e-05,0.0,6.371177601370974e-05,1.0
2018-10-19,-0.0001515463374678268,0.0,-0.0001515463374678268,1.0
2018-10-22,-0.00017315520288989093,0.0,-0.00017315520288989093,1.0000000000000002
2018-10-23,-0.000358186472383791,0.0,-0.000358186472383791,1.0000000000000002
2018-10-24,-0.0005176993709474724,0.0,-0.0005176993709474724,1.0000000000000002
2018-10-25,9.662214085472819e-05,0.0,9.662214085472819e-05,1.0000000000000002
2018-10-26,1.4146333370118711e-05,0.0,1.4146333370118711e-05,1.0000000000000002
2018-10-29,-0.000664653717591763,0.0,-0.000664653717591763,1.0
2018-10-30,-0.00019825313295750944,0.0,-0.00019825313295750944,1.0
2018-10-31,-1.7349065105912455e-05,0.0,-1.7349065105912455e-05,1.0
2018-11-01,0.00042111938877112366,0.0,0.00042111938877112366,0.9999999999999999
2018-11-02,-0.00013648761567004925,0.0,-0.00013648761567004925,0.9999999999999999
2018-11-05,-4.3919099066603185e-06,0.0,-4.3919099066603185e-06,0.9999999999999999
2018-11-06,-7.445534827500383e-05,0.0,-7.445534827500383e-05,1.0
2018-11-07,-8.771126747165747e-05,0.0,-8.771126747165747e-05,1.0
2018-11-08,-0.0002262613024370026,0.0,-0.0002262613024370026,1.0
2018-11-09,-0.0004305147868760142,0.0,-0.0004305147868760142,1.0
2018-11-12,-0.0004111525841445174,0.0,-0.0004111525841445174,1.0
2018-11-13,-0.00024306890987912133,0.0,-0.00024306890987912133,0.9999999999999999
2018-11-14,-0.00042752125573803404,0.0,-0.00042752125573803404,1.0
2018-11-15,-0.0001337166992932202,0.0,-0.0001337166992932202,1.0
2018-11-16,-0.00040353247380769204,0.0,-0.00040353247380769204,1.0
2018-11-19,-0.0006038533148099005,0.0,-0.0006038533148099005,0.9999999999999999
2018-11-20,-0.00029566607022069155,0.0,-0.00029566607022069155,1.0
2018-11-21,4.534506123745878e-06,0.0,4.534506123745878e-06,0.9999999999999999
2018-11-23,-0.0002908451547083249,0.0,-0.0002908451547083249,1.0
2018-11-26,-0.00023097711804581503,0.0,-0.00023097711804581503,1.0
2018-11-27,0.0003525127473280713,0.0,0.0003525127473280713,1.0
2018-11-28,-7.832711448140379e-05,0.0,-7.832711448140379e-05,1.0
2018-11-29,2.0256629785993447e-05,0.0,2.0256629785993447e-05,1.0
2018-11-30,1.697547670466652e-05,0.0,1.697547670466652e-05,1.0
2018-12-03,-0.0002911130096354987,0.0,-0.0002911130096354987,1.0
2018-12-04,-0.00017841436094733986,0.0,-0.00017841436094733986,1.0
2018-12-06,-0.00015066003353710503,0.0,-0.00015066003353710503,0.9999999999999999
2018-12-07,-8.459795016121322e-05,0.0,-8.459795016121322e-05,1.0
2018-12-10,-0.0005137633798591086,0.0,-0.0005137633798591086,1.0
2018-12-11,-0.0003411396460034572,0.0,-0.0003411396460034572,1.0
2018-12-12,-1.4648291245044015e-05,0.0,-1.4648291245044015e-05,1.0000000000000002
2018-12-13,-0.0002980256337026913,0.0,-0.0002980256337026913,1.0
2018-12-14,-9.31631113452901e-05,0.0,-9.31631113452901e-05,1.0000000000000002
2018-12-17,-0.0002631677186682037,0.0,-0.0002631677186682037,1.0000000000000002
2018-12-18,-0.00033817214860641003,0.0,-0.00033817214860641003,1.0000000000000002
2018-12-19,-0.00047604853757361384,0.0,-0.00047604853757361384,1.0000000000000002
2018-12-20,-0.00014235343799793765,0.0,-0.00014235343799793765,1.0000000000000002
2018-12-21,-0.00022267735620443678,0.0,-0.00022267735620443678,1.0000000000000004
2018-12-24,8.384376316300136e-06,0.0,8.384376316300136e-06,1.0000000000000002
2018-12-26,-2.7414060250434903e-05,0.0,-2.7414060250434903e-05,1.0000000000000002
2018-12-27,-0.0004266423450169786,0.0,-0.0004266423450169786,1.0
2018-12-28,9.122320448716183e-05,0.0,9.122320448716183e-05,1.0000000000000002
2018-12-31,-0.00025171644968887574,0.0,-0.00025171644968887574,1.0
2019-01-02,-0.0001852276199054332,0.0,-0.0001852276199054332,1.0000000000000002
2019-01-03,0.0001941751772970427,1.9447279061132195e-06,0.0001922304493909295,1.0
2019-01-04,1.1920718978094327e-05,0.0,1.1920718978094327e-05,1.0
2019-01-07,-0.0005735314143898062,0.0,-0.0005735314143898062,0.9999999999999999
2019-01-08,-0.0004186280691781192,0.0,-0.0004186280691781192,0.9999999999999999
2019-01-09,-0.0004009497661637929,0.0,-0.0004009497661637929,1.0
2019-01-10,-0.0002987229818701869,0.0,-0.0002987229818701869,1.0
2019-01-11,-0.00022498582989870716,0.0,-0.00022498582989870716,1.0
2019-01-14,-0.00017276237556663551,0.0,-0.00017276237556663551,1.0
2019-01-15,9.041712650839394e-05,0.0,9.041712650839394e-05,0.9999999999999998
2019-01-16,-0.00032356092337874616,0.0,-0.00032356092337874616,1.0
2019-01-17,-0.00024800565862107297,0.0,-0.00024800565862107297,1.0
2019-01-18,-0.00018485712058658558,0.0,-0.00018485712058658558,0.9999999999999998
2019-01-22,-0.00016354972350450498,0.0,-0.00016354972350450498,0.9999999999999999
2019-01-23,-7.026722550405745e-05,0.0,-7.026722550405745e-05,0.9999999999999999
2019-01-24,5.52019698352715e-05,0.0,5.52019698352715e-05,1.0
2019-01-25,-0.00018437544435237943,0.0,-0.00018437544435237943,1.0
2019-01-28,-0.0004270665257157196,0.0,-0.0004270665257157196,1.0
2019-01-29,8.983303353938507e-05,0.0,8.983303353938507e-05,0.9999999999999998
2019-01-30,7.525751495668598e-05,0.0,7.525751495668598e-05,0.9999999999999999
2019-01-31,-0.00011912835109597952,0.0,-0.00011912835109597952,0.9999999999999998
2019-02-01,-8.370936382023057e-06,0.0,-8.370936382023057e-06,0.9999999999999997
2019-02-04,-0.00028711181186303757,0.0,-0.00028711181186303757,0.9999999999999997
2019-02-05,-0.00027446013390027024,0.0,-0.00027446013390027024,0.9999999999999996
2019-02-06,-0.00023079568587337822,0.0,-0.00023079568587337822,0.9999999999999998
2019-02-07,-0.0003091548580386158,0.0,-0.0003091548580386158,0.9999999999999996
2019-02-08,4.418603791010737e-06,0.0,4.418603791010737e-06,0.9999999999999998
2019-02-11,-0.00020245915871043536,0.0,-0.00020245915871043536,0.9999999999999996
2019-02-12,1.8312149831481244e-05,0.0,1.8312149831481244e-05,0.9999999999999994
2019-02-13,-8.829046158260905e-05,0.0,-8.829046158260905e-05,0.9999999999999996
2019-02-14,-0.00019187882835979437,0.0,-0.00019187882835979437,0.9999999999999996
2019-02-15,9.073556067268581e-05,0.0,9.073556067268581e-05,0.9999999999999997
2019-02-19,-0.0005070750769761458,0.0,-0.0005070750769761458,0.9999999999999997
2019-02-20,-0.00028700366327732513,0.0,-0.00028700366327732513,0.9999999999999994
2019-02-21,-1.4310893552115807e-05,0.0,-1.4310893552115807e-05,0.9999999999999994
2019-02-22,-0.0002511949027260949,0.0,-0.0002511949027260949,0.9999999999999994
2019-02-25,7.82306761073945e-05,0.0,7.82306761073945e-05,0.9999999999999994
2019-02-26,-6.774125149034134e-05,0.0,-6.774125149034134e-05,0.9999999999999993
2019-02-27,-0.00042922344473080514,0.0,-0.00042922344473080514,0.9999999999999994
2019-02-28,-9.906086406216537e-05,0.0,-9.906086406216537e-05,0.9999999999999994
2019-03-01,-0.00041706641862976503,0.0,-0.00041706641862976503,0.9999999999999994
2019-03-04,-0.00021837064831602723,0.0,-0.00021837064831602723,0.9999999999999994
2019-03-05,-0.00028495211455776637,0.0,-0.00028495211455776637,0.9999999999999993
2019-03-06,-0.0003548256964781277,0.0,-0.0003548256964781277,0.9999999999999994
2019-03-07,-0.00024402779896531937,0.0,-0.00024402779896531937,0.9999999999999996
2019-03-08,-3.0228857861815597e-05,0.0,-3.0228857861815597e-05,0.9999999999999994
2019-03-11,-0.0003171531434445837,0.0,-0.0003171531434445837,0.9999999999999996
2019-03-12,-0.00026880382708026736,0.0,-0.00026880382708026736,0.9999999999999994
2019-03-13,-0.00025878110935331425,0.0,-0.00025878110935331425,0.9999999999999993
2019-03-14,-0.00023741845596975583,0.0,-0.00023741845596975583,0.9999999999999996
2019-03-15,-4.403142346393579e-05,0.0,-4.403142346393579e-05,0.9999999999999996
2019-03-18,-0.0002011993836584445,0.0,-0.0002011993836584445,0.9999999999999996
2019-03-19,-0.0002407507745694246,0.0,-0.0002407507745694246,0.9999999999999996
2019-03-20,-0.0003145081842408018,0.0,-0.0003145081842408018,0.9999999999999996
2019-03-21,-0.0002720287285507831,0.0,-0.0002720287285507831,0.9999999999999997
2019-03-22,-0.0005061919743629852,0.0,-0.0005061919743629852,0.9999999999999998
2019-03-25,-0.00010138962128942219,0.0,-0.00010138962128942219,0.9999999999999997
2019-03-26,0.0001144942298757432,0.0,0.0001144942298757432,0.9999999999999998
2019-03-27,-0.00022029787950210645,0.0,-0.00022029787950210645,0.9999999999999999
2019-03-28,-0.00014566389542988595,0.0,-0.00014566389542988595,0.9999999999999998
2019-03-29,6.323674608774286e-05,0.0,6.323674608774286e-05,0.9999999999999999
2019-04-01,-5.637900377451809e-06,0.0,-5.637900377451809e-06,0.9999999999999998
2019-04-02,3.702647047930304e-06,0.0,3.702647047930304e-06,0.9999999999999998
2019-04-03,-0.00021882502006584717,0.0,-0.00021882502006584717,0.9999999999999999
2019-04-04,-0.00032317488975032004,2.8187610624988147e-06,-0.00032599365081281885,1.0
2019-04-05,-0.00024301458711507666,0.0,-0.00024301458711507666,1.0
2019-04-08,-0.0002783864547702211,0.0,-0.0002783864547702211,1.0
2019-04-09,9.962685402783616e-05,0.0,9.962685402783616e-05,1.0
2019-04-10,-0.00029552510800115775,0.0,-0.00029552510800115775,0.9999999999999999
2019-04-11,-9.628753064505004e-05,0.0,-9.628753064505004e-05,0.9999999999999999
2019-04-12,-0.00016593497224411574,0.0,-0.00016593497224411574,1.0
2019-04-15,-0.00022459974124751462,0.0,-0.00022459974124751462,1.0
2019-04-16,-0.00019861855576238957,0.0,-0.00019861855576238957,1.0
2019-04-17,-0.0007750645017705286,0.0,-0.0007750645017705286,1.0
2019-04-18,-7.19359351288922e-05,0.0,-7.19359351288922e-05,1.0000000000000002
2019-04-22,2.22899643136526e-05,0.0,2.22899643136526e-05,1.0000000000000002
2019-04-23,2.8903400724283913e-05,0.0,2.8903400724283913e-05,1.0000000000000002
2019-04-24,-0.00017349244435994744,0.0,-0.00017349244435994744,1.0
2019-04-25,-7.526114566134252e-05,0.0,-7.526114566134252e-05,1.0000000000000002
2019-04-26,-0.00022378791037532726,0.0,-0.00022378791037532726,1.0000000000000002
2019-04-29,-0.00015187819777211616,0.0,-0.00015187819777211616,1.0000000000000002
2019-04-30,5.919493143332781e-05,0.0,5.919493143332781e-05,1.0000000000000002
2019-05-01,-0.00010070742557419044,0.0,-0.00010070742557419044,1.0000000000000002
2019-05-02,0.00014724754188721637,0.0,0.00014724754188721637,1.0000000000000002
2019-05-03,-0.0001329127755902453,0.0,-0.0001329127755902453,1.0000000000000004
2019-05-06,-0.00014000610948302472,0.0,-0.00014000610948302472,1.0000000000000002
2019-05-07,-0.00018006368161496992,0.0,-0.00018006368161496992,1.0000000000000004
2019-05-08,-0.00021684520673853202,0.0,-0.00021684520673853202,1.0000000000000004
2019-05-09,-0.0004141435974728667,0.0,-0.0004141435974728667,1.0000000000000004
2019-05-10,-0.00017015160955542993,0.0,-0.00017015160955542993,1.0000000000000002
2019-05-13,-0.00021689460808692947,0.0,-0.00021689460808692947,1.0000000000000004
2019-05-14,-0.00015142652852874114,0.0,-0.00015142652852874114,1.0000000000000004
2019-05-15,-0.00014448417272637,0.0,-0.00014448417272637,1.0000000000000004
2019-05-16,-0.0005291723583555914,0.0,-0.0005291723583555914,1.0000000000000004
2019-05-17,-0.00030756433964576385,0.0,-0.00030756433964576385,1.0000000000000004
2019-05-20,-0.00022628079835344377,0.0,-0.00022628079835344377,1.0000000000000002
2019-05-21,-9.107608593192616e-05,0.0,-9.107608593192616e-05,1.0000000000000004
2019-05-22,-0.0002026781375397389,0.0,-0.0002026781375397389,1.0000000000000002
2019-05-23,-0.00030304333534157235,0.0,-0.00030304333534157235,1.0000000000000004
2019-05-24,-0.00038002680611160184,0.0,-0.00038002680611160184,1.0000000000000002
2019-05-28,-0.00044714570159246807,0.0,-0.00044714570159246807,1.0000000000000004
2019-05-29,0.0001719471234786683,0.0,0.0001719471234786683,1.0000000000000002
2019-05-30,-0.0004916559155847378,0.0,-0.0004916559155847378,1.0000000000000002
2019-05-31,-0.00041469870150738714,0.0,-0.00041469870150738714,1.0000000000000002
2019-06-03,0.0002066291238829136,0.0,0.0002066291238829136,1.0000000000000002
2019-06-04,0.00020183975965546222,0.0,0.00020183975965546222,1.0000000000000002
2019-06-05,-0.0006663894178240319,0.0,-0.0006663894178240319,1.0000000000000002
2019-06-06,-0.00030040260635153936,0.0,-0.00030040260635153936,1.0000000000000004
2019-06-07,-0.00034431828522289015,0.0,-0.00034431828522289015,1.0000000000000004
2019-06-10,-9.804279554873258e-06,0.0,-9.804279554873258e-06,1.0000000000000002
2019-06-11,0.0002574025266759722,0.0,0.0002574025266759722,1.0000000000000002
2019-06-12,-0.00025455806716887647,0.0,-0.00025455806716887647,1.0000000000000002
2019-06-13,-8.09083012047442e-05,0.0,-8.09083012047442e-05,1.0000000000000002
2019-06-14,-4.228977407933213e-05,0.0,-4.228977407933213e-05,1.0000000000000004
2019-06-17,-0.00014419354695884178,0.0,-0.00014419354695884178,1.0000000000000004
2019-06-18,-7.994825105809893e-05,0.0,-7.994825105809893e-05,1.0000000000000004
2019-06-19,-6.265064093496183e-05,0.0,-6.265064093496183e-05,1.0000000000000004
2019-06-20,-0.00013074254125979587,0.0,-0.00013074254125979587,1.0000000000000002
2019-06-21,-0.00033535056915644777,0.0,-0.00033535056915644777,1.0000000000000002
2019-06-24,-0.00026032387120785593,0.0,-0.00026032387120785593,1.0000000000000002
2019-06-25,-0.00023582092002943193,0.0,-0.00023582092002943193,1.0000000000000004
2019-06-26,-0.0003976102750443514,0.0,-0.0003976102750443514,1.0000000000000002
2019-06-27,0.00028125078922204745,0.0,0.00028125078922204745,1.0000000000000002
2019-06-28,-0.00019417898840965863,0.0,-0.00019417898840965863,1.0000000000000002
2019-07-01,-0.00011905474746314286,0.0,-0.00011905474746314286,1.0000000000000002
2019-07-02,0.00019409016833898227,0.0,0.00019409016833898227,1.0
2019-07-03,-4.144147565969578e-05,0.0,-4.144147565969578e-05,1.0
2019-07-05,-0.00021867960409883538,1.4739010754599018e-06,-0.00022015350517429528,1.0
2019-07-08,-0.00020694794064842517,0.0,-0.00020694794064842517,1.0
2019-07-09,-4.7045180646352004e-05,0.0,-4.7045180646352004e-05,1.0
2019-07-10,-0.00022502821926393747,0.0,-0.00022502821926393747,1.0
2019-07-11,-0.0003834999296288053,0.0,-0.0003834999296288053,1.0
2019-07-12,-0.00022306914476609928,0.0,-0.00022306914476609928,1.0000000000000002
2019-07-15,-0.00014052830425817433,0.0,-0.00014052830425817433,1.0000000000000002
2019-07-16,-0.00020835561052242788,0.0,-0.00020835561052242788,1.0000000000000002
2019-07-17,-0.00022615346850341116,0.0,-0.00022615346850341116,1.0
2019-07-18,-0.0002455712291626788,0.0,-0.0002455712291626788,1.0000000000000002
2019-07-19,-0.00021037725402259932,0.0,-0.00021037725402259932,1.0
2019-07-22,-0.00015534274749998524,0.0,-0.00015534274749998524,1.0
2019-07-23,-0.00017935404593343867,0.0,-0.00017935404593343867,1.0
2019-07-24,-0.0003967937344838995,0.0,-0.0003967937344838995,1.0
2019-07-25,0.00029529963889915483,0.0,0.00029529963889915483,1.0
2019-07-26,-0.0002918256727641009,0.0,-0.0002918256727641009,1.0
2019-07-29,-0.0002479852526929492,0.0,-0.0002479852526929492,0.9999999999999999
2019-07-30,2.6402355861532227e-05,0.0,2.6402355861532227e-05,1.0
2019-07-31,-6.950334587617778e-05,0.0,-6.950334587617778e-05,0.9999999999999999
2019-08-01,0.00016849343328549584,0.0,0.00016849343328549584,1.0
2019-08-02,1.0603720589719777e-05,0.0,1.0603720589719777e-05,0.9999999999999999
