session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,long_pnl,short_pnl,cost_drag
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-05,0.00030621157258382294,8.777365569986059e-05,1.0273973013698621e-05,0.00020816394387026372,0.2500000099999998,-5.204170427930421e-17,0.2500000099999998,0.0010579373914756758,-0.0007517258188918525,9.804762871355922e-05
2018-04-06,-0.00029711468318299777,0.0,1.0333607612928043e-05,-0.0003074482907959258,0.2517572664248903,0.0003061478436412277,0.0,-0.0029360591004173923,0.002638944417234393,1.0333607612928043e-05
2018-04-09,0.0003965819221708164,0.0,3.0359458178883063e-05,0.00036622246399193334,0.2462579745005936,9.035938542085314e-06,0.0,0.00033222481418026395,6.435710799055256e-05,3.0359458178883063e-05
2018-04-10,0.0005635369454455057,8.777456954171951e-05,1.0443294131120616e-05,0.00046531908177266563,0.25412015719060177,9.107298248878237e-17,0.2500000099999991,0.0021817515839092183,-0.0016182146384637135,9.821786367284013e-05
2018-04-11,0.00017735029898651448,0.0,1.0571379009634211e-05,0.00016677891997688026,0.25780016407734535,0.0005632748429129104,0.0,-0.0006006267332559461,0.0007779770322424608,1.0571379009634211e-05
2018-04-12,0.00019155133077674577,0.0,1.0505683565357006e-05,0.00018104564721138877,0.25637880173218913,0.0007405016418353585,0.0,0.0011199176132037304,-0.0009283662824269847,1.0505683565357006e-05
2018-04-13,0.00024229641800969058,8.779309345606052e-05,1.260326714974201e-05,0.00014190005740388807,0.3066795006437224,1.717376241217039e-16,0.2500000099999999,-0.0005191837370967436,0.0007614801551064342,0.00010039636060580253
2018-04-16,-0.0005266787303858931,0.0,3.761670140711076e-05,-0.0005642954317930038,0.3053555067875775,0.00024226204101233072,0.0,0.0010102047473276809,-0.0015368834777135737,3.761670140711076e-05
2018-04-17,-0.00013314991126430424,0.0,1.2672370619836746e-05,-0.000145822281884141,0.30807644114099764,-0.00028457727502984986,0.0,0.0012535045350823436,-0.001386654446346648,1.2672370619836746e-05
2018-04-18,0.0006461982515198938,8.779208365551343e-05,1.3968140423725574e-05,0.0005444380274406548,0.33989141697732234,-2.7755575615628914e-17,0.2500000099999995,0.0006323957171131232,1.3802534406770748e-05,0.000101760224079239
2018-04-19,-0.000874054975097347,0.0,1.3959405937410019e-05,-0.000888014381034757,0.34032472443836614,0.000645846628055665,0.0,-0.0016243571906206546,0.000750302215523308,1.3959405937410019e-05
2018-04-20,-0.00011202547104533026,0.0,1.391008962178716e-05,-0.00012593556066711742,0.33825043628403373,-0.0002284111794538385,0.0,-0.0012811931718939274,0.0011691677008485966,1.391008962178716e-05
2018-04-23,-0.0005308382183736625,8.779361722556235e-05,4.1189776465691705e-05,-0.0006598216120649167,0.33409485355505514,1.43982048506075e-16,0.2500000099999993,-0.0004205843106245269,-0.00011025390774913541,0.00012898339369125404
2018-04-24,0.00011191715279221373,0.0,1.3748058719851673e-05,9.816909407236206e-05,0.3340049068082275,-0.0005311887081632504,0.0,-0.0017347360696496103,0.0018466532224418223,1.3748058719851673e-05
2018-04-25,0.0005685481189619417,0.0,1.3594944399562974e-05,0.0005549531745623787,0.33039108332279665,-0.0004192303999024684,0.0,0.0005850989657716022,-1.65508468096603e-05,1.3594944399562974e-05
2018-04-26,0.000800406488553472,8.779208249451606e-05,1.3076713679740534e-05,0.0006995376923792155,0.31820003287368614,-1.3530843112619095e-16,0.25000000999999944,0.0018784159832693735,-0.0010780094947159024,0.00010086879617425659
2018-04-27,6.792060871973473e-05,0.0,1.3156114002224376e-05,5.476449471751036e-05,0.32093195435291266,0.0007998469654528686,0.0,0.0004394108364644538,-0.00037149022774471906,1.3156114002224376e-05
2018-04-30,0.00047500430440519344,0.0,3.955777597518853e-05,0.0004354465284300049,0.32172523629711813,0.0008677200539222892,0.0,-0.0011224766576021451,0.001597480962007338,3.955777597518853e-05
2018-05-01,0.00018621318769286628,8.779345247726389e-05,1.2556778981610932e-05,8.586295623399146e-05,0.3055482885525327,1.6479873021779667e-17,0.2500000099999993,0.00024645518135355796,-6.0241993660691795e-05,0.00010035023145887483
2018-05-02,-0.0007163481611623416,0.0,1.2560651883647211e-05,-0.0007289088130459888,0.3058287263689997,0.0001861972002508228,0.0,-0.0015932841028115886,0.0008769359416492481,1.2560651883647211e-05
2018-05-03,6.435380010887478e-05,0.0,1.2497684629405358e-05,5.1856115479469424e-05,0.30357978830769894,-0.000530537674498106,0.0,-0.0002863540158535518,0.00035070781596242644,1.2497684629405358e-05
2018-05-04,0.0011295410058187935,8.779148051476524e-05,1.2708103420885267e-05,0.001029041421883143,0.309230516574875,1.3357370765021415e-16,0.25000000999999955,0.0025346868362606306,-0.0014051458304418366,0.0001004995839356505
2018-05-07,-0.00014355891071713821,0.0,3.843123724199509e-05,-0.00018199014795913332,0.3128484152635008,0.0011283798562072758,0.0,0.00037048801074241844,-0.0005140469214595571,3.843123724199509e-05
2018-05-08,-0.0006281612420052231,0.0,1.285500232967514e-05,-0.0006410162443348982,0.3137900568945851,0.0009850002058233286,0.0,-0.00014038227540308961,-0.0004877789666021334,1.285500232967514e-05
2018-05-09,-0.00010966058800418684,8.776476668887063e-05,1.4970862093099397e-05,-0.00021239621678615687,0.3642909775987522,1.6653345369377348e-16,0.25000001,0.001417541731468344,-0.00152720231947253,0.00010273562878197003
2018-05-10,0.0008390346254472353,0.0,1.5099592667769854e-05,0.0008239350327794655,0.3673137376979537,-0.00010968388444611808,0.0,0.0019046830614070005,-0.001065648435959764,1.5099592667769854e-05
2018-05-11,0.00015976221963308833,0.0,1.5174677262243992e-05,0.00014458754237084434,0.3699792303460375,0.0007287502981003762,0.0,0.00035228127583368415,-0.00019251905620059598,1.5174677262243992e-05
2018-05-14,0.00040982442264027156,8.777167903421488e-05,4.320964500898611e-05,0.0002788430985970706,0.35047823173955406,1.214306433183765e-17,0.25000000999999933,0.00028780451678302237,0.00012201990585724903,0.00013098132404320098
2018-05-15,2.3595863809680855e-05,0.0,1.4389173647871016e-05,9.20669016180984e-06,0.3505462689426462,0.0004097101777847875,0.0,-0.0007766855718301134,0.0008002814356397943,1.4389173647871016e-05
2018-05-16,0.00044826182795822144,0.0,1.4323265221652057e-05,0.0004339385627365694,0.34896608911251686,0.00043330205231672907,0.0,0.0012657706874565939,-0.0008175088594983729,1.4323265221652057e-05
2018-05-17,0.0003569398621321968,8.777305422576376e-05,1.3235154644163978e-05,0.0002559316532622691,0.32205542967465683,-2.7755575615628914e-17,0.25000000999999933,0.00014063320705217966,0.000216306655080017,0.00010100820886992773
2018-05-18,-4.950518054755714e-05,0.0,1.3213994135613998e-05,-6.271917468317113e-05,0.32189737249990436,0.0003568485332970696,0.0,-0.00011668589467415593,6.718071412659875e-05,1.3213994135613998e-05
2018-05-21,0.00032647127950330743,0.0,3.962790272860269e-05,0.00028684337677470476,0.3217336847622797,0.00030736263028001073,0.0,0.0012819081885686323,-0.0009554369090653244,3.962790272860269e-05
2018-05-22,6.21902030120874e-05,8.776153969072466e-05,1.2990593639908578e-05,-3.856193031854583e-05,0.3161044452377753,-1.0321604682062002e-16,0.25000000999999966,-0.0005212574316096254,0.0005834476346217129,0.00010075213333063324
2018-05-23,0.00015040841882118055,0.0,1.2943138152194215e-05,0.00013746528066898634,0.31501188763800464,6.219260127874986e-05,0.0,0.0003771127520320168,-0.00022670433321083646,1.2943138152194215e-05
2018-05-24,-0.00011502389336769811,0.0,1.2959989836420529e-05,-0.00012798388320411864,0.31557232448509076,0.00021257179885793634,0.0,-6.331154584373258e-05,-5.1712347523965465e-05,1.2959989836420529e-05
2018-05-25,0.00022362043108824442,8.777257768940944e-05,1.3921606000122581e-05,0.0001219262473987124,0.3387590793363162,-8.673617379884035e-18,0.25000000999999944,-0.00021812550372360252,0.0004417459348118471,0.00010169418368953202
2018-05-29,-0.0006300077389914507,0.0,5.5534421356680735e-05,-0.0006855421603481315,0.33805798975568657,0.00022359316921216187,0.0,-0.0022334817682476203,0.001603474029256169,5.5534421356680735e-05
2018-05-30,-8.440692354466222e-05,0.0,1.3761246868110971e-05,-9.81681704127732e-05,0.33445031374879924,-0.0004066933752343311,0.0,0.002138344220811886,-0.0022227511443565487,1.3761246868110971e-05
2018-05-31,0.00029867832735385185,8.777003049593815e-05,1.3739126631498366e-05,0.00019716917022641532,0.33431874803312667,-2.38524477946811e-16,0.25000000999999933,-0.0012854053699128348,0.0015840836972666867,0.00010150915712743652
2018-06-01,-0.00037372316169070126,0.0,1.3606245239365306e-05,-0.0003873294069300666,0.3313839202733605,0.00029861944880467915,0.0,0.0016535150930734016,-0.0020272382547641037,1.3606245239365306e-05
2018-06-04,-0.0003161107416975979,0.0,4.1334612796084046e-05,-0.00035744535449368193,0.3351945043097585,-7.513281403432898e-05,0.0,0.0006701820985098941,-0.0009862928402074916,4.1334612796084046e-05
2018-06-05,-0.0005508543779861706,8.775868296777456e-05,1.4277123480506824e-05,-0.0006528901844344519,0.3474100046923327,-7.45931094670027e-17,0.25000001,-0.0002560006233557185,-0.00029485375463045207,0.00010203580644828139
2018-06-06,3.37816875247587e-05,0.0,1.4310701352127105e-05,1.94709861726316e-05,0.3476758519747266,-0.0005512142603663513,0.0,0.0014043657833559353,-0.0013705840958311774,1.4310701352127105e-05
2018-06-07,0.00075405746379992,0.0,1.4423071268308436e-05,0.0007396343925316116,0.35044397836405666,-0.0005174224981152817,0.0,0.00031714756995196214,0.0004369098938479577,1.4423071268308436e-05
2018-06-08,4.032776529168283e-06,8.776339615661413e-05,1.3482528754050622e-05,-9.721314838149647e-05,0.32807486634856525,6.852157730108388e-17,0.2500000099999997,0.0007185633569639741,-0.0007145305804348056,0.00010124592491066475
2018-06-11,0.0001982019899407205,0.0,4.0627721433436945e-05,0.00015757426850728355,0.32953999590648375,4.0331686062605385e-06,0.0,0.0006604014406774569,-0.00046219945073673656,4.0627721433436945e-05
2018-06-12,0.0007856165210018359,0.0,1.3578423196993861e-05,0.0007720380978048421,0.33061050109002776,0.0002022032965104505,0.0,0.0009151316987234182,-0.00012951517772158237,1.3578423196993861e-05
2018-06-13,-0.00028210689596759613,8.776843958032634e-05,1.2121989769330936e-05,-0.0003819973253172534,0.29496841772038607,1.3877787807814457e-17,0.25000000999999916,-0.0007907690029565664,0.0005086621069889699,9.989042934965728e-05
2018-06-14,0.0004143853931188954,0.0,1.2084798285542956e-05,0.00040230059483335246,0.29378121024698334,-0.00028221470122862056,0.0,0.0007277980087819693,-0.00031341261566307396,1.2084798285542956e-05
2018-06-15,-0.0002125677236881459,0.0,1.210568810103245e-05,-0.00022467341178917835,0.2947038613327146,0.00013211754092497946,0.0,-6.665990722769061e-05,-0.00014590781646045518,1.210568810103245e-05
2018-06-18,-0.00020759017313786487,8.776596531540308e-05,3.951295975444486e-05,-0.0003348690982077128,0.3204940068971643,4.111294638065033e-16,0.25000000999999994,-0.0004020279593623,0.00019443778622443524,0.00012727892506984794
2018-06-19,-0.0002642231173290252,0.0,1.3159412077361385e-05,-0.0002773825294063866,0.32000470083716914,-0.00020765971195793077,0.0,-0.001051637985720611,0.000787414868391586,1.3159412077361385e-05
2018-06-20,0.00017910490231021786,0.0,1.3098326293961037e-05,0.00016600657601625684,0.31825392606206154,-0.00047201375765695483,0.0,0.00016489546957377854,1.4209432736439319e-05,1.3098326293961037e-05
2018-06-21,-5.951100842041136e-06,8.774520011988671e-05,1.283973163915447e-05,-0.00010653603260108231,0.31243346988609233,2.0816681711721685e-16,0.25000000999999916,-0.0010551443487370174,0.001049193247894976,0.00010058493175904118
2018-06-22,0.0008146072298300425,0.0,1.27548554293775e-05,0.000801852374400665,0.31036219704660306,-5.951734916062601e-06,0.0,0.0007639905794756661,5.061665035437645e-05,1.27548554293775e-05
2018-06-25,0.00012989779992282684,0.0,3.822143751980863e-05,9.16763624030182e-05,0.3108263341416666,0.00080800759210772,0.0,-0.00210413948416136,0.002234037284084185,3.822143751980863e-05
2018-06-26,0.0005525527339178889,8.775212262830574e-05,1.3117168319489562e-05,0.0004516834429700936,0.3191844291075794,5.377642775528102e-17,0.25000000999999916,0.0007292250359079513,-0.0001766723019900626,0.0001008692909477953
2018-06-27,-0.0003494085512015841,0.0,1.3125760641853716e-05,-0.0003625343118434378,0.31994581221945023,0.0005523032676764406,0.0,-0.0016164804591650742,0.0012670719079634913,1.3125760641853716e-05
2018-06-28,-0.00032960054228354293,0.0,1.3026340240603738e-05,-0.00034262688252414665,0.3171772474874719,0.0002029682994476225,0.0,0.00034474834124398964,-0.0006743488835275326,1.3026340240603738e-05
2018-06-29,-6.536275294828231e-05,8.774381157624892e-05,1.3350745095742979e-05,-0.0001664573096202742,0.32486813066307957,4.0592529337857286e-16,0.2500000099999996,0.00023491625043864866,-0.0003002790033869309,0.0001010945566719919
2018-07-02,0.00011909231067766551,0.0,4.013295710939188e-05,7.895935356827363e-05,0.3254575006968669,-6.537363486726518e-05,0.0,0.0002487697933726644,-0.00012967748269499877,4.013295710939188e-05
2018-07-03,-3.394403733830058e-05,0.0,1.3387253744130809e-05,-4.733129108243139e-05,0.32581022220840306,5.3714434553367094e-05,0.0,-0.0007089700444126214,0.0006750260070743208,1.3387253744130809e-05
2018-07-05,6.875917760607557e-05,8.773977115808515e-05,2.8624930654872074e-05,-4.7605524206881654e-05,0.34826998963427686,-7.112366251504909e-17,0.2500000099999995,0.0014555592523085136,-0.0013868000747024386,0.00011636470181295722
2018-07-06,-0.0002792359760735662,0.0,1.4427135706577917e-05,-0.0002936631117801441,0.35112906464447446,6.876245107853562e-05,0.0,0.0012171393287774732,-0.001496375304851039,1.4427135706577917e-05
2018-07-09,0.0008226544960438282,0.0,4.366319864376869e-05,0.0007789912974000596,0.35394652031466234,-0.000210535351461481,0.0,0.0019095565840899188,-0.0010869020880460907,4.366319864376869e-05
2018-07-10,0.00036499243396821707,8.773092040000293e-05,1.2305017380056609e-05,0.0002649564961881575,0.2994220895813775,1.734723475976807e-17,0.2500000099999992,0.0008769892600091002,-0.0005119968260408829,0.00010003593778005954
2018-07-11,-0.0003407495536959061,0.0,1.2343828733353347e-05,-0.00035309338242925945,0.30073139493073286,0.000364895752468182,0.0,-0.0016006726488648935,0.0012599230951689875,1.2343828733353347e-05
2018-07-12,0.0003054405187180787,0.0,1.2244596896597441e-05,0.0002931959218214813,0.2979760125448513,2.4154727646764212e-05,0.0,0.0013162948521467713,-0.0010108543334286931,1.2244596896597441e-05
2018-07-13,0.00019408799761174025,8.773115350242956e-05,1.2770847563336785e-05,9.35859965459739e-05,0.3107572907078619,1.0755285551056204e-16,0.2500000099999998,0.00022996868667065652,-3.588068905891628e-05,0.00010050200106576635
2018-07-16,-0.00016089878608409482,0.0,3.8317803973332664e-05,-0.00019921659005742748,0.310994035396869,0.00019406983539291267,0.0,-0.000489814612008146,0.0003289158259240511,3.8317803973332664e-05
2018-07-17,-0.0001622137873333768,0.0,1.2748106781333678e-05,-0.00017496189411471047,0.3102371093379684,3.317765884887358e-05,0.0,0.0007133506731448753,-0.0008755644604782518,1.2748106781333678e-05
2018-07-18,0.0010594620440589311,8.773219077172114e-05,1.325541919863231e-05,0.0009584744340885778,0.32254853383338583,-3.946495907847236e-16,0.2500000099999998,0.0011948788780317234,-0.0001354168339727919,0.00010098760997035344
2018-07-19,-0.0009269440862942841,0.0,1.3253845876943403e-05,-0.0009401979321712275,0.32356869722143233,0.0010584475491428507,0.0,-0.0008874539360423286,-3.9490150251955364e-05,1.3253845876943403e-05
2018-07-20,-0.0006622139321782973,0.0,1.3269567662794901e-05,-0.0006754834998410922,0.32302444034649647,0.00013162721848720884,0.0,-0.0008892461198580676,0.0002270321876797704,1.3269567662794901e-05
2018-07-23,0.0008023900087051454,8.773710053380379e-05,4.478604170723591e-05,0.0006698668664641057,0.36326456051424677,-2.0816681711721685e-17,0.2500000099999995,0.00033782809097227467,0.00046456191773287087,0.0001325231422410397
2018-07-24,-0.00043563948174400236,0.0,1.4880529424141445e-05,-0.0004505200111681438,0.3628947355281416,0.0008018528740330287,0.0,-0.0002751661890504765,-0.00016047329269352592,1.4880529424141445e-05
2018-07-25,-0.0005639795996801298,0.0,1.4900431952611988e-05,-0.0005788800316327418,0.36294355596667216,0.00036637845311382044,0.0,0.0011808529730927171,-0.0017448325727728467,1.4900431952611988e-05
2018-07-26,0.0002588584448870465,8.774681249813616e-05,1.5766641113017436e-05,0.00015534499127589294,0.3836549337500911,8.673617379884035e-17,0.2500000099999999,0.0007152026881323351,-0.0004563442432452887,0.0001035134536111536
2018-07-27,0.0016620518706214372,0.0,1.5801694144998497e-05,0.0016462501764764389,0.38476670910040023,0.0002588182387700984,0.0,-0.0003974822560443949,0.0020595341266658332,1.5801694144998497e-05
2018-07-30,0.0021410833805360907,0.0,4.682017438205384e-05,0.002094263206154037,0.38168134972834195,0.0019177130739051942,0.0,-0.0001637404283519636,0.0023048238088880534,4.682017438205384e-05
2018-07-31,-5.122914403699069e-05,8.772369012313532e-05,1.2375203080727793e-05,-0.0001513280372408538,0.30112994163104306,4.336808689942018e-17,0.2500000099999993,0.0008268229215003821,-0.0008780520655373729,0.0001000988932038631
2018-08-01,2.246268967134388e-05,0.0,1.244925566507358e-05,1.0013434006270301e-05,0.3028806509525077,-5.1236897616103484e-05,0.0,-0.0006802845889436813,0.0007027472786150252,1.244925566507358e-05
2018-08-02,-0.00012724647211608252,0.0,1.2391371534595346e-05,-0.00013963784365067787,0.3014946000886678,-2.8773919819013657e-05,0.0,0.000709061614223295,-0.0008363080863393778,1.2391371534595346e-05
2018-08-03,0.0006448259463727961,8.773344540110244e-05,1.3039417201239425e-05,0.0005440530837704543,0.3172924852301595,2.5673907444456745e-16,0.25000000999999994,0.0011641433328011337,-0.0005193173864283377,0.00010077286260234187
2018-08-06,-0.0005210368506614407,0.0,3.9224962004585885e-05,-0.0005602618126660265,0.31880250046589687,0.0006444753175890994,0.0,0.00026892412388801007,-0.0007899609745494508,3.9224962004585885e-05
2018-08-07,0.0003463399870109503,0.0,1.3147281553935036e-05,0.0003331927054570153,0.320040692142641,0.0001235076635551155,0.0,0.000998029815236047,-0.0006516898282250961,1.3147281553935036e-05
2018-08-08,-0.00031639602977117883,8.773713942390255e-05,1.1718259448669338e-05,-0.0004158514286437507,0.28514431325095363,-2.8449465006019636e-16,0.2500000099999999,-0.00037541157573256446,5.901554596138577e-05,9.945539887257188e-05
2018-08-09,-0.00016309786763608376,0.0,1.171828192012833e-05,-0.0001748161495562121,0.28482833239820565,-0.0003165276582503401,0.0,-0.00036373004809849506,0.00020063218046241128,1.171828192012833e-05
2018-08-10,-0.0005309306654299159,0.0,1.1703837623754357e-05,-0.0005426345030536703,0.28431367279118835,-0.00047970938683435105,0.0,-0.0012109628907976341,0.0006800322253677185,1.1703837623754357e-05
2018-08-13,-6.786517591817891e-05,8.773694808547412e-05,4.444037618104585e-05,-0.00020004250018469886,0.3604608290240381,-5.620504062164855e-16,0.2500000099999996,-0.000710616248304272,0.0006427510723860931,0.00013217732426651997
2018-08-14,-0.000758034800696257,0.0,1.4763583215848858e-05,-0.0007727983839121059,0.35917931283110105,-6.7878754554513e-05,0.0,0.0009617686357689602,-0.0017198034364652175,1.4763583215848858e-05
2018-08-15,0.0002724581908008452,0.0,1.4916464342493146e-05,0.00025754172645835204,0.3621407466871237,-0.0008265523135429047,0.0,-0.001374992300507722,0.0016474504913085665,1.4916464342493146e-05
2018-08-16,0.0003971070010534201,8.774530897666398e-05,1.2566114570674499e-05,0.0002967955775060816,0.3057754545530792,-3.157196726277789e-16,0.25000000999999944,0.0013845829837043455,-0.000987475982650924,0.00010031142354733847
2018-08-17,-0.0001924664012779085,0.0,1.264352443807014e-05,-0.00020510992571597862,0.308056083836128,0.00039698917642122175,0.0,0.0003541333641810275,-0.0005465997654589358,1.264352443807014e-05
2018-08-20,-0.00034127124411211494,0.0,3.8073160521696534e-05,-0.0003793444046338115,0.3090202000760503,0.00020456473340058415,0.0,0.0003199037536208463,-0.0006611749977329611,3.8073160521696534e-05
2018-08-21,0.000871302518875642,8.773404884027629e-05,1.41231276251203e-05,0.0007694453424102455,0.34366277221126057,-6.071532165918825e-17,0.2500000099999994,0.0012328588462370753,-0.00036155632736143377,0.00010185717646539659
2018-08-22,-0.00020215153028927475,0.0,1.4141963115881517e-05,-0.00021629349340515627,0.34499173510111547,0.0008706326146652819,0.0,-0.00029327848477661756,9.112695448734282e-05,1.4141963115881517e-05
2018-08-23,-0.0009962812727267807,0.0,1.4137531085197862e-05,-0.0010104188038119787,0.34468188211024664,0.0006686257037652483,0.0,-0.0008353591776073997,-0.00016092209511938145,1.4137531085197862e-05
2018-08-24,-0.0005240807407654209,8.773578673377081e-05,1.6577950269752295e-05,-0.000628394477768944,0.403396789897306,8.673617379884035e-17,0.2500000099999995,0.0014311539396797347,-0.0019552346804451544,0.0001043137370035231
2018-08-27,0.0015931988205836914,0.0,5.0247538746058075e-05,0.0015429512818376334,0.4070389595518501,-0.000524410277287668,0.0,0.0022136320429820976,-0.0006204332223984055,5.0247538746058075e-05
2018-08-28,-7.81434745330941e-05,0.0,1.677429217783166e-05,-9.491776671092576e-05,0.40924158498909036,0.0010671419951866455,0.0,-5.9110677320913625e-05,-1.903279721218046e-05,1.677429217783166e-05
2018-08-29,-0.0007198927349684919,8.771681684984059e-05,1.6082967655256138e-05,-0.0008236925194735886,0.391352212944566,-2.42861286636753e-17,0.25000000999999994,0.0004080022342214091,-0.0011278949691899006,0.00010379978450509672
2018-08-30,-0.0005200436245713044,0.0,1.6189006114588233e-05,-0.0005362326306858926,0.39321199592759015,-0.0007204861940569365,0.0,-0.0015973340056013139,0.001077290381030009,1.6189006114588233e-05
