session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,missing_held_return
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2018-08-08,0.0005428762113413619,8.777476742290919e-05,1.0273972602739725e-05,0.00044482747131571304,0.25,1.8214596497756474e-17,0.25,False
2018-08-09,0.0004765826014431698,0.0,1.0234283383854865e-05,0.00046634831805931494,0.24957686383959607,0.0005426348324610109,0.0,False
2018-08-10,0.0013367075116429259,0.0,1.0201092533951461e-05,0.0013265064191089744,0.24924532733794386,0.0010187423451249967,0.0,False
2018-08-13,-7.498956705923175e-05,0.0,3.0271160932166636e-05,-0.00010526072799139838,0.24788507925974673,0.0023523294766173253,0.0,False
2018-08-14,0.000621012201568286,0.0,1.00450105599473e-05,0.0006109671910083387,0.24670616994130096,0.0022775796492500336,0.0,False
