session,eligible_assets,gross,net,turnover,turnover_limit,forecast_volatility,risk_scaler,net_budget_ratio,maximum_factor_budget_ratio,maximum_sleeve_budget_ratio,exposure_equity,exposure_duration,exposure_credit,exposure_commodity,exposure_usd
2008-01-08,16,0.2500000000488348,0.25000000003241674,0.2500000000488348,0.25,0.019502562332310035,1.0,0.4166666667206946,0.10666666669503973,0.25000000002244005,-5.792152337221002e-12,0.0100000000068774,-2.3507408910792247e-15,0.053333333347519864,-0.030000000008075352
2008-01-15,16,0.5048980643576548,0.5048980643472636,0.2500000000004716,0.25,0.03638425459564977,1.0,0.841496773912106,0.2765848946281112,0.4606509568014244,-3.2324023322295763e-12,0.06898226790595832,-5.127286254919883e-15,0.1382924473140556,-0.06855224708144798
2008-01-23,16,0.7450820555283003,0.6000000000025413,0.25000000002103195,0.25,0.06030320778639144,1.0,1.0000000000042355,0.3600000000105087,0.620901712922986,-0.04616247221385008,0.09934427407075282,-1.8259003863962482e-14,0.18000000000525435,-0.09000000000321182
2008-01-30,16,0.9708985446574326,0.6000000000027198,0.2500000000047034,0.25,0.09802291102564581,1.0,1.000000000004533,0.5486436665873244,0.6965038193585582,-0.13090381778073482,0.09741494417096103,-2.7551707236885184e-15,0.2743218332936622,-0.1253706874864981
2008-02-06,16,0.9999999999979103,0.5999999999982639,0.04219379616349178,0.25,0.09856521397378919,1.0,0.9999999999971065,0.5382322767467705,0.6856586216088588,-0.14545454545380396,0.10362795387388253,-3.5449011010508925e-14,0.26911613837338527,-0.12341855189078556
2008-02-13,16,0.9999999999792755,0.5999999999764998,0.2500000000086947,0.25,0.09576987476089259,1.0,0.999999999960833,0.4075723957025242,0.635115017820822,-0.14552530880333053,0.10108075234921664,-2.0262248522034407e-13,0.2037861978512621,-0.12567929678413686
2008-02-21,16,1.000000000010198,0.6000000000023515,0.030567293010483748,0.25,0.0942380159667959,1.0,1.0000000000039193,0.4101605785939372,0.6243309225388332,-0.1488965461175716,0.09856519979902115,1.5544575393322617e-13,0.2050802892969686,-0.12762043394453457
2008-02-28,16,0.9999999999844814,0.5999999999846598,0.06041771293411727,0.25,0.09685032650465307,1.0,0.999999999974433,0.4199999999893446,0.5833333333181221,-0.14883671676146673,0.09194736164001314,-2.3178049069547855e-13,0.2099999999946723,-0.1349999999968707
2008-03-06,17,0.9999999999921185,0.5999999999947316,0.02308205987375654,0.25,0.0955411789781208,1.0,0.9999999999912195,0.4199999999946612,0.5833333333267151,-0.15204013870825525,0.09202344036232311,-1.6654846685857389e-13,0.2099999999973306,-0.13499999999827195
2008-03-13,17,1.0000000000396765,0.599999999998939,0.01990827271955442,0.25,0.0972248892748202,1.0,0.9999999999982317,0.420000000008776,0.5833333333490329,-0.1525530008351698,0.09204761958034798,5.690876668423256e-13,0.210000000004388,-0.13500000000259466
