session,eligible_assets,gross,net,turnover,turnover_limit,forecast_volatility,risk_scaler,net_budget_ratio,maximum_factor_budget_ratio,maximum_sleeve_budget_ratio,exposure_equity,exposure_duration,exposure_credit,exposure_commodity,exposure_usd
2008-01-08,16,0.250000000002331,0.04999999999948529,0.250000000002331,0.25,0.03483082521136291,1.0,0.08333333333247549,0.12727272727481556,0.2500000000006106,-0.06363636363740778,0.010000000000124434,-3.8369307733426624e-14,2.984131460653191e-13,-1.0638157025703705e-13
2008-01-15,16,0.5002838983219212,-0.09971610169529121,0.2500000000218083,0.25,0.07787992569473137,1.0,0.16619350282548537,0.49090909092135054,0.5000000000110865,-0.24545454546067527,0.010000000002178133,-4.3802008241319434e-13,0.03352259887079486,-0.015085169491172702
2008-01-23,16,0.5010672425798695,0.05106724253674587,0.25000000003182615,0.25,0.06488107550914544,0.75,0.11348276119276861,0.4909090909498684,0.5000000000370746,-0.18409090910620066,0.060000000002881956,-1.0956016769870032e-12,0.033772097664011805,-0.015320172761963902
2008-01-30,16,0.7475334348320821,0.15115669547056643,0.2499999999999693,0.25,0.08153920627669342,0.75,0.33590376771236985,0.6683354416387425,0.662640821501865,-0.25062579061452844,0.059694363732516,-1.0804137980023491e-12,0.13500000000390142,-0.06749999999936666
2008-02-06,16,0.7499999999926343,0.1481998567228247,0.01085592139488585,0.25,0.08221359552251671,0.75,0.3293330149396105,0.6749092645683238,0.6686668258553151,-0.25309097421312143,0.059579966563443366,-1.170521347063124e-14,0.13500000000328818,-0.0675000000003825
2008-02-13,16,0.7500000000176139,0.14364402811009108,0.013743991054165378,0.25,0.08346986598666162,0.75,0.319208951355758,0.680431481097206,0.6737288576733378,-0.2551618054114522,0.05851693989246867,-3.037834949466778e-13,0.13500000000231616,-0.06750000000000878
2008-02-21,16,0.7499999999612936,0.07499999997484637,0.09222284312909948,0.25,0.08476748766857517,0.75,0.16666666661076973,0.7636363635890914,0.7499999999776208,-0.2863636363459093,0.05752417630876422,-1.0544705875618964e-13,0.1135368909636411,-0.05784160093305764
2008-02-28,16,0.7500000000236953,0.07500000000099219,0.22153554538537112,0.25,0.08641688780927535,0.75,0.16666666666887156,0.7636363636622113,0.7500000000240237,-0.28636363637332923,0.007500000001185867,-1.2529629568394584e-13,0.1368420511759232,-0.09000000000033731
2008-03-06,17,0.7500000000544906,0.07351602401883028,0.02874564437417243,0.25,0.08443281917605636,0.75,0.1633689422640673,0.7743538189722114,0.7516488622546704,-0.2903826821145793,0.007500000004718911,3.5961215067073786e-13,0.13693507988959386,-0.08977740360683532
2008-03-13,17,0.7500000000311154,0.08432573865234157,0.018778451565640675,0.25,0.08475785509803749,0.75,0.18739053033853684,0.7689459888860347,0.739638068193784,-0.288354745832263,0.007500000000943673,4.090884805282958e-14,0.13953801582373343,-0.09139886079840517
2008-03-20,17,0.7500000000582455,0.04460568878639813,0.008522237813079286,0.25,0.09162706682561715,0.75,0.09912375285866253,0.811351224450756,0.7837714569572115,-0.3042567091690335,0.0075000000005156185,-3.4076189827364255e-13,0.12865102658138855,-0.085440853322853
2008-03-28,17,0.7500000000309411,0.05896548897946275,0.004187269275550007,0.25,0.09104254063269862,0.75,0.13103441995436169,0.7980852320184127,0.7678161233760208,-0.29928196200690477,0.007500000001010513,-1.197901399349486e-13,0.13248062751283113,-0.08759482335584905
2008-04-04,17,0.7500000000227881,0.0713220759944065,0.030477224800496708,0.25,0.09151088990400429,0.75,0.15849350220979225,0.7924900579622021,0.7540865822345096,-0.2971837717358258,0.00750000000146084,-1.297401401576e-13,0.13616224769519156,-0.08944831140791505
